symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
TGT,20030228,20030304,15,15,28.65,28.8,26.5,26.69,long,1,3855,-8134.05,-7.326
TGT,20030317,20030519,17,15,29.4,29.8,33.2,33.3,long,1,3362,11767.0,11.745
TGT,20030320,20030519,15,15,29.93,30.1,33.2,33.3,long,1,3306,10579.2,10.631
TGT,20030321,20030519,15,15,30.73,29.78,33.2,33.3,long,1,3130,11017.6,11.82
TGT,20030404,20030519,16,15,30.94,31.65,33.2,33.3,long,1,3293,5433.45,5.213
TGT,20030407,20030519,16,15,31.78,31.78,33.2,33.3,long,1,3082,4684.64,4.783
TGT,20030421,20030519,16,15,32.46,32.46,33.2,33.3,long,1,2898,2434.32,2.588
TGT,20030422,20030519,15,15,33.01,33.01,33.2,33.3,long,1,2804,813.16,0.879
TGT,20030506,20030519,16,15,34.33,34.33,33.2,33.3,long,1,2789,-2872.67,-3.0
TGT,20030508,20030519,15,15,34.78,34.78,33.2,33.3,long,1,2780,-4114.4,-4.255
TGT,20030509,20030519,15,15,35.27,35.15,33.2,33.3,long,1,2761,-5107.85,-5.263
TGT,20030512,20030519,15,15,36.13,34.32,33.2,33.3,long,1,2606,-2658.12,-2.972
TGT,20030602,20030909,16,17,37.16,37.17,38.0,39.03,long,1,2513,4674.18,5.004
TGT,20030707,20030909,17,17,38.64,38.55,38.0,39.03,long,1,2853,1369.44,1.245
TGT,20030708,20030909,17,17,39.82,39.5,38.0,39.03,long,1,2673,-1256.31,-1.19
TGT,20030812,20030909,17,17,40.0,40.0,38.0,39.03,long,1,2646,-2566.62,-2.425
TGT,20030829,20030909,18,17,40.6,40.8,38.0,39.03,long,1,2679,-4741.83,-4.338
TGT,20030902,20030909,17,17,41.51,41.75,38.0,39.03,long,1,2586,-7033.92,-6.515
TGT,20030903,20030909,16,17,41.54,41.0,38.0,39.03,long,1,2612,-5145.64,-4.805
TGT,20031009,20031022,17,16,40.4,40.29,39.11,39.11,long,1,2558,-3018.44,-2.929
TGT,20031204,20031215,18,24,40.15,39.98,37.12,37.12,long,1,3061,-8754.46,-7.154
TGT,20040210,20040414,34,35,41.3,41.25,42.86,43.05,long,1,2689,4840.2,4.364
TGT,20040211,20040414,33,35,41.65,41.25,42.86,43.05,long,1,2638,4748.4,4.364
TGT,20040218,20040414,32,35,42.29,42.9,42.86,43.05,long,1,2655,398.25,0.35
TGT,20040227,20040414,32,35,43.96,44.16,42.86,43.05,long,1,2331,-2587.41,-2.514
TGT,20040311,20040414,35,35,44.7,44.8,42.86,43.05,long,1,2047,-3582.25,-3.906
TGT,20040312,20040414,34,35,45.63,45.51,42.86,43.05,long,1,1969,-4843.74,-5.405
TGT,20040602,20040628,35,35,45.38,45.0,44.04,42.75,long,1,2325,-5231.25,-5.0
TGT,20040608,20040628,35,35,46.2,45.95,44.04,42.75,long,1,2264,-7244.8,-6.964
TGT,20040827,20041217,26,35,44.94,44.9,50.53,50.92,long,1,2446,14724.92,13.408
TGT,20040902,20041217,26,35,45.73,45.77,50.53,50.92,long,1,2539,13075.85,11.252
TGT,20040903,20041217,27,35,45.93,46.0,50.53,50.92,long,1,2506,12329.52,10.696
TGT,20041007,20041217,34,35,47.13,47.14,50.53,50.92,long,1,2467,9325.26,8.019
TGT,20041019,20041217,35,35,48.46,48.45,50.53,50.92,long,1,2118,5231.46,5.098
TGT,20041027,20041217,35,35,49.45,49.37,50.53,50.92,long,1,2090,3239.5,3.14
TGT,20041028,20041217,35,35,50.0,50.0,50.53,50.92,long,1,2076,1909.92,1.84
TGT,20041029,20041217,35,35,50.02,50.02,50.53,50.92,long,1,2113,1901.7,1.799
TGT,20041101,20041217,34,35,50.47,50.5,50.53,50.92,long,1,2073,870.66,0.832
TGT,20041105,20041217,35,35,51.83,51.65,50.53,50.92,long,1,1841,-1343.93,-1.413
TGT,20041115,20041217,35,35,52.43,51.35,50.53,50.92,long,1,1848,-794.64,-0.837
TGT,20050518,20050801,28,19,52.02,52.35,57.8,57.85,long,1,1740,9570.0,10.506
TGT,20050519,20050801,27,19,52.67,52.4,57.8,57.85,long,1,1731,9433.95,10.401
TGT,20050524,20050801,24,19,52.85,52.65,57.8,57.85,long,1,1773,9219.6,9.877
TGT,20050526,20050801,23,19,53.33,53.3,57.8,57.85,long,1,1774,8071.7,8.537
TGT,20050601,20050801,20,19,53.83,54.0,57.8,57.85,long,1,1870,7199.5,7.13
TGT,20050602,20050801,19,19,54.65,54.5,57.8,57.85,long,1,1819,6093.65,6.147
TGT,20050622,20050801,16,19,55.93,55.91,57.8,57.85,long,1,1760,3414.4,3.47
TGT,20050707,20050801,16,19,56.42,56.63,57.8,57.85,long,1,1688,2059.36,2.154
TGT,20050708,20050801,16,19,56.93,57.48,57.8,57.85,long,1,1661,614.57,0.644
TGT,20050712,20050801,17,19,58.26,58.25,57.8,57.85,long,1,1602,-640.8,-0.687
TGT,20050718,20050801,17,19,59.0,59.5,57.8,57.85,long,1,1646,-2715.9,-2.773
TGT,20050719,20050801,17,19,59.56,59.46,57.8,57.85,long,1,1635,-2632.35,-2.708
TGT,20050720,20050801,17,19,59.98,59.75,57.8,57.85,long,1,1585,-3011.5,-3.18
TGT,20051019,20051115,24,15,56.0,56.0,54.3,54.2,long,1,1471,-2647.8,-3.214
TGT,20051110,20051115,15,15,58.85,58.52,54.3,54.2,long,1,1284,-5546.88,-7.382
TGT,20060202,20060221,15,15,55.23,54.71,53.66,53.92,long,1,1931,-1525.49,-1.444
TGT,20060214,20060221,15,15,55.43,55.1,53.66,53.92,long,1,2004,-2364.72,-2.142
TGT,20060215,20060221,15,15,55.8,54.9,53.66,53.92,long,1,1953,-1913.94,-1.785
TGT,20060426,20060512,16,15,53.35,54.22,52.21,49.14,long,1,2275,-11557.0,-9.369
TGT,20060427,20060512,16,15,53.46,53.46,52.21,49.14,long,1,2173,-9387.36,-8.081
TGT,20060505,20060512,15,15,54.54,55.0,52.21,49.14,long,1,2004,-11743.44,-10.655
TGT,20060508,20060512,15,15,54.71,54.69,52.21,49.14,long,1,2012,-11166.6,-10.148
TGT,20060711,20060714,18,18,50.14,50.14,47.74,47.93,long,1,2434,-5379.14,-4.408
TGT,20060908,20061102,35,35,50.56,50.4,56.96,57.25,long,1,1877,12857.45,13.591
TGT,20060911,20061102,35,35,51.25,51.3,56.96,57.25,long,1,1811,10775.45,11.598
TGT,20060912,20061102,35,35,52.5,52.25,56.96,57.25,long,1,1723,8615.0,9.569
TGT,20060913,20061102,35,35,52.81,52.69,56.96,57.25,long,1,1733,7902.48,8.654
TGT,20060914,20061102,35,35,53.26,53.55,56.96,57.25,long,1,1693,6264.1,6.909
