Symbol,Date,Price,Total Value,Account Total Equity,Account Total Dollar,Num Units Traded,Reward,Period,Exit Period,Exploration Rate
AMZN,20030102,19.57,10000000.0,0.0,10000000.0,0,0.0,20,10,1.0
AMZN,20030103,20.52,10000000.0,0.0,10000000.0,0,0.0,21,10,1.0
AMZN,20030106,20.7,10000000.0,0.0,10000000.0,0,0.0,21,10,0.997
AMZN,20030107,21.55,10000000.0,0.0,10000000.0,0,0.0,22,11,0.994
AMZN,20030108,21.02,10000000.0,0.0,10000000.0,0,0.562,21,10,0.991
AMZN,20030109,21.45,10000000.0,0.0,10000000.0,0,0.6,22,11,0.988
AMZN,20030110,21.32,10000000.0,0.0,10000000.0,0,0.638,23,11,0.985
AMZN,20030113,22.04,10000000.0,0.0,10000000.0,0,0.0,24,12,0.982
AMZN,20030114,22.74,10000000.0,0.0,10000000.0,0,0.0,24,12,0.979
AMZN,20030115,22.27,10000000.0,0.0,10000000.0,0,0.675,24,12,0.976
AMZN,20030116,21.8,10000000.0,0.0,10000000.0,0,0.6,25,12,0.973
AMZN,20030117,21.4,10000000.0,0.0,10000000.0,0,0.713,25,12,0.97
AMZN,20030121,21.08,10000000.0,0.0,10000000.0,0,0.75,26,13,0.967
AMZN,20030122,21.17,10000000.0,0.0,10000000.0,0,0.412,27,13,0.965
AMZN,20030123,21.79,10000000.0,0.0,10000000.0,0,0.75,26,13,0.962
AMZN,20030124,22.11,10000000.0,0.0,10000000.0,0,0.412,27,13,0.959
AMZN,20030127,21.78,10000000.0,0.0,10000000.0,0,0.637,26,13,0.956
AMZN,20030128,21.62,10000000.0,0.0,10000000.0,0,0.637,26,13,0.953
AMZN,20030129,22.08,10000000.0,0.0,10000000.0,0,0.637,26,13,0.95
AMZN,20030130,21.82,10000000.0,0.0,10000000.0,0,0.375,26,13,0.947
AMZN,20030131,21.85,10000000.0,0.0,10000000.0,0,0.713,25,12,0.945
AMZN,20030203,22.16,10000000.0,0.0,10000000.0,0,0.75,26,13,0.942
AMZN,20030204,22.05,10000000.0,0.0,10000000.0,0,0.787,27,13,0.939
AMZN,20030205,22.17,10000000.0,0.0,10000000.0,0,0.45,28,14,0.936
AMZN,20030206,22.09,10000000.0,0.0,10000000.0,0,0.675,27,13,0.933
AMZN,20030207,21.44,10000000.0,0.0,10000000.0,0,0.675,27,13,0.93
AMZN,20030210,21.4,10000000.0,0.0,10000000.0,0,0.675,27,13,0.928
AMZN,20030211,20.78,10000000.0,0.0,10000000.0,0,0.787,27,13,0.925
AMZN,20030212,21.13,10000000.0,0.0,10000000.0,0,0.712,28,14,0.922
AMZN,20030213,20.06,10000000.0,0.0,10000000.0,0,0.0,28,14,0.919
AMZN,20030214,20.06,10000000.0,0.0,10000000.0,0,0.0,28,14,0.917
AMZN,20030218,21.39,10000000.0,0.0,10000000.0,0,0.0,27,13,0.914
AMZN,20030219,21.19,10000000.0,0.0,10000000.0,0,0.0,28,14,0.911
AMZN,20030220,21.36,10000000.0,0.0,10000000.0,0,0.0,28,14,0.908
AMZN,20030221,21.78,10000000.0,0.0,10000000.0,0,0.0,28,14,0.906
AMZN,20030224,21.78,10000000.0,0.0,10000000.0,0,0.0,29,14,0.903
AMZN,20030225,21.88,10000000.0,0.0,10000000.0,0,0.0,30,15,0.9
AMZN,20030226,21.64,10000000.0,0.0,10000000.0,0,0.0,30,15,0.897
AMZN,20030227,21.62,10000000.0,0.0,10000000.0,0,0.0,30,15,0.895
AMZN,20030228,22.01,10000000.0,0.0,10000000.0,0,0.0,30,15,0.892
AMZN,20030303,21.81,10000000.0,0.0,10000000.0,0,0.0,30,15,0.889
AMZN,20030304,22.27,10000000.0,0.0,10000000.0,0,0.0,31,15,0.887
AMZN,20030305,22.42,10000000.0,0.0,10000000.0,0,0.0,31,15,0.884
AMZN,20030306,22.69,10000000.0,0.0,10000000.0,0,0.2,31,15,0.881
AMZN,20030307,22.97,10000000.0,0.0,10000000.0,0,0.2,30,15,0.879
AMZN,20030310,22.88,10000000.0,0.0,10000000.0,0,0.0,29,14,0.876
AMZN,20030311,22.78,10000000.0,0.0,10000000.0,0,0.0,30,15,0.874
AMZN,20030312,23.36,10000000.0,0.0,10000000.0,0,0.487,30,15,0.871
AMZN,20030313,24.42,10006856.08,157948.56,9848907.52,0,0.862,31,15,0.868
AMZN,20030314,24.71,10010402.49,302178.59,9708223.9,0,0.825,30,15,0.866
AMZN,20030317,26.55,10043299.85,474687.45,9568612.4,0,0.0,30,15,0.863
AMZN,20030318,26.78,10048490.26,604344.26,9444146.0,0,0.0,31,15,0.861
AMZN,20030319,26.54,10041961.78,721941.08,9320020.7,0,0.787,30,15,0.858
AMZN,20030320,27.45,10066715.6,746694.9,9320020.7,0,0.0,30,15,0.855
AMZN,20030321,27.93,10081852.4,880772.55,9201079.85,0,0.0,29,14,0.853
AMZN,20030324,26.23,10021096.1,937433.97,9083662.13,0,0.525,30,15,0.85
AMZN,20030325,26.9,10045041.23,961379.1,9083662.13,0,0.487,29,14,0.848
AMZN,20030326,27.76,10075776.77,992114.64,9083662.13,0,0.712,28,14,0.845
AMZN,20030327,27.77,10076134.16,992472.03,9083662.13,0,0.825,28,14,0.843
AMZN,20030328,27.18,10055048.15,971386.02,9083662.13,0,0.487,29,14,0.84
AMZN,20030331,26.03,10013948.3,930286.17,9083662.13,0,0.712,28,14,0.838
AMZN,20030401,25.54,9996436.19,912774.06,9083662.13,0,0.45,28,14,0.835
AMZN,20030402,26.38,10026456.95,942794.82,9083662.13,0,0.787,27,13,0.833
AMZN,20030403,26.65,10036106.48,952444.35,9083662.13,0,0.712,28,14,0.83
AMZN,20030404,26.22,10020738.71,937076.58,9083662.13,0,0.712,28,14,0.828
AMZN,20030407,26.82,10042182.11,958519.98,9083662.13,0,0.712,28,14,0.825
AMZN,20030408,26.52,10031460.41,947798.28,9083662.13,0,0.712,28,14,0.823
AMZN,20030409,25.06,9979281.47,895619.34,9083662.13,0,0.0,28,14,0.82
AMZN,20030410,25.67,9992504.9,0.0,9992504.9,7,0.0,28,14,0.818
AMZN,20030411,25.75,9992504.9,0.0,9992504.9,7,0.0,28,14,0.815
AMZN,20030414,25.05,9992504.9,0.0,9992504.9,7,0.0,28,14,0.813
AMZN,20030415,25.13,9992504.9,0.0,9992504.9,7,0.0,28,14,0.81
AMZN,20030416,24.38,9992504.9,0.0,9992504.9,7,0.0,28,14,0.808
AMZN,20030417,24.99,9992504.9,0.0,9992504.9,7,0.0,27,13,0.805
AMZN,20030421,25.25,9992504.9,0.0,9992504.9,7,0.0,27,13,0.803
AMZN,20030422,25.58,9992504.9,0.0,9992504.9,7,0.0,28,14,0.801
AMZN,20030423,25.43,9992504.9,0.0,9992504.9,7,0.0,29,14,0.798
AMZN,20030424,25.12,9992504.9,0.0,9992504.9,7,0.0,30,15,0.796
AMZN,20030425,28.97,9992504.9,0.0,9992504.9,7,0.525,30,15,0.793
AMZN,20030428,29.11,9992970.68,96848.97,9896121.71,7,0.862,29,14,0.791
AMZN,20030429,28.89,9991499.32,193216.32,9798283.0,7,0.0,30,15,0.789
AMZN,20030430,28.69,9990161.72,191878.72,9798283.0,7,0.0,31,15,0.786
AMZN,20030501,28.66,9989961.08,191678.08,9798283.0,7,0.0,32,16,0.784
AMZN,20030502,29.43,9995110.84,196827.84,9798283.0,7,0.787,32,16,0.782
AMZN,20030505,29.96,10000556.59,307839.0,9692717.59,7,0.525,32,16,0.779
AMZN,20030506,30.88,10013202.91,424476.48,9588726.43,7,0.75,33,16,0.777
AMZN,20030507,30.7,10010137.33,522851.7,9487285.63,7,0.0,33,16,0.775
AMZN,20030508,30.45,10005879.58,518593.95,9487285.63,7,0.0,33,16,0.772
AMZN,20030509,30.965,10014650.545,527364.915,9487285.63,7,0.0,33,16,0.77
