symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
COKE,20030606,20030627,28,22,54.47,54.17,55.5,54.32,long,1,1690,253.5,0.277
COKE,20030609,20030627,27,22,55.43,55.4,55.5,54.32,long,1,1582,-1708.56,-1.949
COKE,20030610,20030627,27,22,56.26,55.76,55.5,54.32,long,1,1563,-2250.72,-2.582
COKE,20030611,20030627,26,22,57.89,57.9,55.5,54.32,long,1,1440,-5155.2,-6.183
COKE,20030612,20030627,25,22,61.34,60.0,55.5,54.32,long,1,1177,-6685.36,-9.467
COKE,20030613,20030627,26,22,65.0,65.64,55.5,54.32,long,1,918,-10391.76,-17.246
COKE,20031111,20040127,35,32,52.73,52.9,52.28,52.501,long,1,1819,-725.781,-0.754
COKE,20031112,20040127,35,32,53.531,54.0,52.28,52.501,long,1,1762,-2641.238,-2.776
COKE,20031119,20040127,35,32,54.67,53.501,52.28,52.501,long,1,1566,-1566.0,-1.869
COKE,20040405,20040517,35,35,52.65,52.62,52.14,52.26,long,1,2772,-997.92,-0.684
COKE,20040406,20040517,35,35,53.15,53.28,52.14,52.26,long,1,2701,-2755.02,-1.914
COKE,20040407,20040517,35,35,53.31,53.59,52.14,52.26,long,1,2670,-3551.1,-2.482
COKE,20040408,20040517,35,35,54.16,53.99,52.14,52.26,long,1,2503,-4330.19,-3.204
COKE,20040504,20040517,35,35,55.0,55.7,52.14,52.26,long,1,1751,-6023.44,-6.176
COKE,20040505,20040517,35,35,55.95,55.5,52.14,52.26,long,1,1706,-5527.44,-5.838
COKE,20040604,20040720,35,32,57.2,57.5,56.05,55.48,long,1,1667,-3367.34,-3.513
COKE,20040610,20040720,35,32,58.02,58.45,56.05,55.48,long,1,1711,-5081.67,-5.081
COKE,20040622,20040720,35,32,58.77,58.09,56.05,55.48,long,1,1408,-3674.88,-4.493
COKE,20041214,20050113,35,35,54.87,54.101,53.35,53.2,long,1,1586,-1428.986,-1.665
COKE,20041215,20050113,35,35,55.0,53.55,53.35,53.2,long,1,1585,-554.75,-0.654
COKE,20041222,20050113,35,35,55.41,54.9,53.35,53.2,long,1,1538,-2614.6,-3.097
COKE,20041227,20050113,35,35,55.57,55.71,53.35,53.2,long,1,1536,-3855.36,-4.505
COKE,20041228,20050113,35,35,55.95,56.23,53.35,53.2,long,1,1558,-4720.74,-5.389
COKE,20041229,20050113,35,35,56.9,56.94,53.35,53.2,long,1,1523,-5696.02,-6.568
COKE,20041230,20050113,35,35,57.3,57.255,53.35,53.2,long,1,1488,-6033.84,-7.082
COKE,20050707,20050804,34,35,51.91,52.1,51.24,50.61,long,1,1927,-2871.23,-2.86
COKE,20050711,20050804,35,35,52.99,52.59,51.24,50.61,long,1,1836,-3635.28,-3.765
