date,TICKER,PRC,RET,OPENPRC,NaN_Replaced,Open,High,Low,Close
20030102,FST,13.7601244837501,0.014467,13.5884295258423,0,13.5884295258423,13.760444324,13.5458261521,13.7601244837501
20030103,FST,13.9318194416578,0.012478,13.7748411944279,0,13.7748411944279,14.0975986853,13.7650848077,13.9318194416578
20030106,FST,13.8042746157835,-0.009155,13.9367250118837,0,13.9367250118837,14.0085254189,13.8042746157835,13.8042746157835
20030107,FST,13.2940953122861,-0.036958,13.8091801860094,0,13.8091801860094,13.8149049903,13.2493544428,13.2940953122861
20030108,FST,11.8714799467648,-0.107011,13.2990008825121,0,13.2990008825121,13.2990008825121,11.7441052776,11.8714799467648
20030109,FST,11.9156300787982,0.003719,11.8763855169907,0,11.8763855169907,12.0074034339,11.8744839822,11.9156300787982
20030110,FST,11.8224242445054,-0.007822,11.9205356490241,0,11.9205356490241,11.9684297113,11.7469122522,11.8224242445054
20030113,FST,11.8616688063129,0.003319,11.8175186742795,0,11.8175186742795,11.9126171175,11.7069410629,11.8616688063129
20030114,FST,11.8763855169907,0.001241,11.8616688063129,0,11.8616688063129,11.9669297653,11.683023291,11.8763855169907
20030115,FST,12.1167584580615,0.02024,11.8714799467648,0,11.8714799467648,12.2410950415,11.8714799467648,12.1167584580615
20030116,FST,12.160908590095,0.003644,12.2393977137099,0,12.2393977137099,12.3423929672,12.1601909213,12.160908590095
20030117,FST,12.1952475816765,0.002824,12.1412863091912,0,12.1412863091912,12.2474145156,12.0908998821,12.1952475816765
20030121,FST,12.1658141603209,-0.002414,12.2148698625803,0,12.2148698625803,12.2440116156,12.1603624179,12.1658141603209
20030122,FST,12.1363807389653,-0.002419,12.1658141603209,0,12.1658141603209,12.1882910453,11.9242045984,12.1363807389653
20030123,FST,12.0382693344466,-0.008084,12.1167584580615,0,12.1167584580615,12.1734373269,12.0382693344466,12.0382693344466
20030124,FST,11.92544121925,-0.009373,12.0186470535428,0,12.0186470535428,12.0925035899,11.8134944224,11.92544121925
20030127,FST,11.5428067416271,-0.032086,11.8224242445054,0,11.8224242445054,11.8640588624,11.479297139,11.5428067416271
20030128,FST,11.4741287584639,-0.00595,11.5379011714011,0,11.5379011714011,11.7013635165,11.4163313645,11.4741287584639
20030129,FST,11.6458237163717,0.014964,11.4299786264305,0,11.4299786264305,11.7229998394,11.4250933676,11.6458237163717
20030130,FST,11.5280900309492,-0.01011,11.6507292865976,0,11.6507292865976,11.7671354652,11.4852029086,11.5280900309492
20030131,FST,11.773368542246,0.021277,11.4790343286899,0,11.4790343286899,11.8424656592,11.4790343286899,11.773368542246
20030203,FST,11.6507292865976,-0.010417,11.7831796826979,0,11.7831796826979,11.8680387399,11.5682458091,11.6507292865976
20030204,FST,11.8861966574426,0.020211,11.6507292865976,0,11.6507292865976,11.9666318284,11.4826604347,11.8861966574426
20030205,FST,11.6458237163717,-0.020223,11.9205356490241,0,11.9205356490241,11.9205356490241,11.555812005,11.6458237163717
20030206,FST,11.5280900309492,-0.01011,11.626201435468,0,11.626201435468,11.6635913582,11.5168096809,11.5280900309492
20030207,FST,11.547712311853,0.001702,11.6016735843383,0,11.6016735843383,11.7614296344,11.4757620188,11.547712311853
20030210,FST,11.5918624438864,0.003823,11.5035621798196,0,11.5035621798196,11.6956815594,11.473175789,11.5918624438864
20030211,FST,11.5280900309492,-0.005501,11.6507292865976,0,11.6507292865976,11.7038950124,11.3790897667,11.5280900309492
20030212,FST,11.1945112555856,-0.028936,11.4790343286899,0,11.4790343286899,11.5289740549,11.1346668925,11.1945112555856
20030213,FST,10.9933828763222,-0.017967,11.0375330083557,0,11.0375330083557,11.0888878742,10.5508693259,10.9933828763222
20030214,FST,11.0620608594853,0.006247,11.013005157226,0,11.013005157226,11.1021825114,10.9362228358,11.0620608594853
20030218,FST,11.2926226601043,0.020843,11.0620608594853,0,11.0620608594853,11.3487294383,11.06,11.2926226601043
20030219,FST,11.1111165617447,-0.016073,11.2092279662634,0,11.2092279662634,11.2834546685,11.0418420376,11.1111165617447
20030220,FST,11.1896056853597,0.007064,11.086588710615,0,11.086588710615,11.363651474,11.086588710615,11.1896056853597
20030221,FST,11.3809229241712,0.017098,11.1601722640041,0,11.1601722640041,11.4329735362,11.1402638475,11.3809229241712
20030224,FST,11.5280900309492,0.012931,11.4643176180121,0,11.4643176180121,11.6491222643,11.4354551202,11.5280900309492
20030225,FST,11.390734064623,-0.011915,11.5280900309492,0,11.5280900309492,11.7840743563,11.3894699332,11.390734064623
20030226,FST,11.3809229241712,-0.000861,11.4299786264305,0,11.4299786264305,11.5321945817,11.2972649008,11.3809229241712
20030227,FST,11.2239446769412,-0.013793,11.4201674859787,0,11.4201674859787,11.4396114594,11.1636903531,11.2239446769412
20030228,FST,11.1601722640041,-0.005682,11.3367727921377,0,11.3367727921377,11.3596108998,11.1181232027,11.1601722640041
20030303,FST,11.1111165617447,-0.004396,11.2828115196525,0,11.2828115196525,11.2828115196525,11.1063400861,11.1111165617447
20030304,FST,11.1454555533262,0.00309,11.086588710615,0,11.086588710615,11.2075941861,11.0699705268,11.1454555533262
20030305,FST,10.9982884465482,-0.013204,11.0375330083557,0,11.0375330083557,11.1913244653,10.9309415955,10.9982884465482
20030306,FST,10.7431987947995,-0.023194,10.9394216038369,0,10.9394216038369,10.9545885462,10.54562243,10.7431987947995
20030307,FST,10.5126369941805,-0.021461,10.6450873902808,0,10.6450873902808,10.7376565099,10.4083855314,10.5126369941805
20030310,FST,10.3016974744653,-0.020065,10.4488645812434,0,10.4488645812434,10.5479770741,10.2670139615,10.3016974744653
20030311,FST,10.2624529126578,-0.00381,10.3752810278543,0,10.3752810278543,10.5854469445,10.2503020406,10.2624529126578
20030312,FST,10.0564189631685,-0.020076,10.2526417722059,0,10.2526417722059,10.2526417722059,10.0431376296,10.0564189631685
20030313,FST,9.80623488164576,-0.024878,10.0564189631685,0,10.0564189631685,10.1335034143,9.7301324285,9.80623488164576
20030314,FST,9.95830755864977,0.015508,9.82095159232357,0,9.82095159232357,9.95830755864977,9.6622767056,9.95830755864977
20030317,FST,9.95830755864977,0.0,9.90925185639041,0,9.90925185639041,10.061670945,9.8342011309,9.95830755864977
20030318,FST,9.84057387322731,-0.011823,9.95340198842384,0,9.95340198842384,9.95340198842384,9.7727193662,9.84057387322731
20030319,FST,9.83076273277544,-0.000997,9.88472400526073,0,9.88472400526073,9.88472400526073,9.7666940376,9.83076273277544
20030320,FST,9.95830755864977,0.012974,9.83076273277544,0,9.83076273277544,10.0299730765,9.7857177756,9.95830755864977
20030321,FST,9.98774098000539,0.002956,10.1790582188169,0,10.1790582188169,10.18,9.8599852927,9.98774098000539
20030324,FST,9.98283540977945,-0.000491,9.99264655023132,0,9.99264655023132,10.1513927841,9.9303381817,9.98283540977945
20030325,FST,10.1103802356538,0.012776,10.1054746654278,0,10.1054746654278,10.2470547151,10.0698091045,10.1103802356538
20030326,FST,10.326225325595,0.021349,10.1152858058797,0,10.1152858058797,10.4032281724,10.109227919,10.326225325595
20030327,FST,10.6548985307327,0.031829,10.3507531767246,0,10.3507531767246,10.6548985307327,10.3303605254,10.6548985307327
20030328,FST,10.9197993229332,0.024862,10.6548985307327,0,10.6548985307327,10.9764672249,10.645095556,10.9197993229332
20030331,FST,10.9394216038369,0.001797,10.9247048931591,0,10.9247048931591,11.0068146159,10.7379013075,10.9394216038369
20030401,FST,11.2092279662634,0.024664,10.9639494549666,0,10.9639494549666,11.2094882468,10.9402993086,11.2092279662634
20030402,FST,11.0031940167741,-0.018381,11.2092279662634,0,11.2092279662634,11.2589520429,10.88020009,11.0031940167741
20030403,FST,10.6843319520883,-0.028979,10.9639494549666,0,10.9639494549666,10.9649027064,10.6146738464,10.6843319520883
20030404,FST,10.6647096711845,-0.001837,10.7922544970589,0,10.7922544970589,10.8047036134,10.5978787619,10.6647096711845
20030407,FST,10.5813149773436,-0.00782,10.6696152414105,0,10.6696152414105,10.7484153096,10.5761007455,10.5813149773436
20030408,FST,10.5028258537287,-0.007418,10.5469759857621,0,10.5469759857621,10.6278366136,10.4754690387,10.5028258537287
20030409,FST,10.6450873902808,0.013545,10.5224481346324,0,10.5224481346324,10.7010684832,10.5224481346324,10.6450873902808
20030410,FST,10.7333876543476,0.008295,10.6647096711845,0,10.6647096711845,10.7333876543476,10.6002308735,10.7333876543476
