symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
MSFT,20030314,20030327,17,15,24.86,24.52,25.04,24.67,long,1,5851,877.65,0.612
MSFT,20030317,20030327,16,15,25.93,25.89,25.04,24.67,long,1,5202,-6346.44,-4.712
MSFT,20030318,20030327,15,15,26.04,25.98,25.04,24.67,long,1,5190,-6798.9,-5.042
MSFT,20030319,20030327,15,15,26.32,26.02,25.04,24.67,long,1,5100,-6885.0,-5.188
MSFT,20030321,20030327,16,15,26.57,25.55,25.04,24.67,long,1,4980,-4382.4,-3.444
MSFT,20030506,20030514,16,15,26.38,26.11,25.63,25.85,long,1,5953,-1547.78,-0.996
MSFT,20030616,20030717,15,17,25.39,25.64,26.69,27.11,long,1,6867,10094.49,5.733
MSFT,20030617,20030717,16,17,25.959,25.98,26.69,27.11,long,1,6599,7456.87,4.349
MSFT,20030702,20030717,15,17,26.88,26.69,26.69,27.11,long,1,6221,2612.82,1.574
MSFT,20030707,20030717,15,17,27.42,27.26,26.69,27.11,long,1,5790,-868.5,-0.55
MSFT,20030708,20030717,15,17,27.7,27.56,26.69,27.11,long,1,5676,-2554.2,-1.633
MSFT,20030902,20030925,15,16,27.26,27.42,28.24,28.27,long,1,6406,5445.1,3.1
MSFT,20030903,20030925,15,16,28.3,28.1,28.24,28.27,long,1,6063,1030.71,0.605
MSFT,20030904,20030925,15,16,28.43,28.23,28.24,28.27,long,1,5929,237.16,0.142
MSFT,20030908,20030925,17,16,28.84,28.645,28.24,28.27,long,1,5743,-2153.625,-1.309
MSFT,20030918,20030925,16,16,29.5,29.76,28.24,28.27,long,1,5516,-8218.84,-5.007
MSFT,20030919,20030925,16,16,29.96,29.39,28.24,28.27,long,1,5336,-5976.32,-3.811
MSFT,20031204,20040202,15,15,26.2,25.96,27.4,27.42,long,1,6656,9717.76,5.624
MSFT,20031211,20040202,19,15,26.61,26.69,27.4,27.42,long,1,6439,4700.47,2.735
MSFT,20031216,20040202,17,15,27.06,27.04,27.4,27.42,long,1,6221,2363.98,1.405
MSFT,20031218,20040202,16,15,27.4,27.49,27.4,27.42,long,1,6036,-422.52,-0.255
MSFT,20031230,20040202,19,15,27.52,27.42,27.4,27.42,long,1,5905,0.0,0.0
MSFT,20040105,20040202,18,15,28.14,28.19,27.4,27.42,long,1,5674,-4368.98,-2.731
MSFT,20040106,20040202,17,15,28.24,28.17,27.4,27.42,long,1,5555,-4166.25,-2.662
MSFT,20040123,20040202,15,15,28.48,28.48,27.4,27.42,long,1,5412,-5736.72,-3.722
MSFT,20040126,20040202,15,15,28.8,28.6,27.4,27.42,long,1,5258,-6204.44,-4.126
MSFT,20040423,20040805,29,25,27.54,27.45,27.53,27.38,long,1,6328,-442.96,-0.255
MSFT,20040614,20040805,28,25,26.9,26.98,27.53,27.38,long,1,6365,2546.0,1.483
MSFT,20040615,20040805,29,25,27.405,27.28,27.53,27.38,long,1,6139,613.9,0.367
MSFT,20040617,20040805,27,25,27.769,27.77,27.53,27.38,long,1,5952,-2321.28,-1.404
MSFT,20040618,20040805,28,25,28.35,28.33,27.53,27.38,long,1,5728,-5441.6,-3.353
MSFT,20040721,20040805,29,25,28.86,29.04,27.53,27.38,long,1,5529,-9178.14,-5.716
MSFT,20040930,20041022,19,24,27.65,27.83,27.74,27.68,long,1,6294,-944.1,-0.539
MSFT,20041001,20041022,18,24,28.25,28.42,27.74,27.68,long,1,6053,-4479.22,-2.604
MSFT,20041006,20041022,18,24,28.53,28.51,27.74,27.68,long,1,5888,-4887.04,-2.911
MSFT,20041020,20041022,24,24,28.699,28.82,27.74,27.68,long,1,5751,-6556.14,-3.956
MSFT,20041104,20041115,29,27,29.0,29.16,27.39,27.36,long,1,5993,-10787.4,-6.173
MSFT,20041105,20041115,28,27,29.31,29.18,27.39,27.36,long,1,5825,-10601.5,-6.237
MSFT,20041109,20041115,29,27,29.77,29.89,27.39,27.36,long,1,5635,-14256.55,-8.464
MSFT,20041111,20041115,27,27,29.98,30.17,27.39,27.36,long,1,5498,-15449.38,-9.314
MSFT,20050516,20050613,35,35,25.49,25.31,25.31,25.28,long,1,6784,-203.52,-0.119
MSFT,20050518,20050613,35,35,25.7,25.76,25.31,25.28,long,1,6611,-3173.28,-1.863
MSFT,20050519,20050613,35,35,25.92,25.88,25.31,25.28,long,1,6440,-3864.0,-2.318
MSFT,20050527,20050613,35,35,26.07,25.99,25.31,25.28,long,1,6291,-4466.61,-2.732
MSFT,20050719,20050908,34,35,26.16,26.01,26.61,26.62,long,1,6601,4026.61,2.345
MSFT,20050721,20050908,34,35,26.44,25.99,26.61,26.62,long,1,6417,4042.71,2.424
MSFT,20050802,20050908,35,35,26.81,26.77,26.61,26.62,long,1,6218,-932.7,-0.56
MSFT,20050803,20050908,35,35,27.25,27.16,26.61,26.62,long,1,6010,-3245.4,-1.988
MSFT,20050804,20050908,35,35,27.32,27.3,26.61,26.62,long,1,5890,-4005.2,-2.491
MSFT,20050805,20050908,34,35,27.76,27.8,26.61,26.62,long,1,5695,-6720.1,-4.245
MSFT,20051104,20051212,35,35,26.66,26.7,27.45,27.26,long,1,6470,3623.2,2.097
MSFT,20051107,20051212,35,35,27.01,26.93,27.45,27.26,long,1,6274,2070.42,1.225
MSFT,20051108,20051212,35,35,27.05,26.97,27.45,27.26,long,1,6156,1785.24,1.075
MSFT,20051111,20051212,35,35,27.28,27.36,27.45,27.26,long,1,5997,-599.7,-0.365
MSFT,20051115,20051212,35,35,27.5,27.47,27.45,27.26,long,1,5845,-1227.45,-0.764
MSFT,20051116,20051212,35,35,27.74,27.84,27.45,27.26,long,1,5693,-3301.94,-2.083
MSFT,20051117,20051212,35,35,27.97,28.12,27.45,27.26,long,1,5547,-4770.42,-3.058
MSFT,20051118,20051212,35,35,28.07,28.06,27.45,27.26,long,1,5431,-4344.8,-2.851
MSFT,20051121,20051212,35,35,28.16,28.03,27.45,27.26,long,1,5319,-4095.63,-2.747
MSFT,20060127,20060428,33,35,27.79,27.81,24.15,24.325,long,1,6200,-21607.0,-12.531
MSFT,20060130,20060428,32,35,28.0,27.88,24.15,24.325,long,1,6046,-21493.53,-12.751
MSFT,20060721,20061207,33,35,23.87,24.01,28.85,28.82,long,1,7187,34569.47,20.033
MSFT,20060725,20061207,33,35,24.22,24.115,28.85,28.82,long,1,6959,32742.095,19.511
MSFT,20060726,20061207,33,35,24.37,24.585,28.85,28.82,long,1,6795,28776.825,17.226
MSFT,20060815,20061207,35,35,24.62,24.605,28.85,28.82,long,1,6608,27852.72,17.131
