symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
NFLX,20030214,20030519,22,15,1.017,1.022,1.485,1.525,long,1,172050,86516.571,49.196
NFLX,20030218,20030519,23,15,1.047,1.059,1.485,1.525,long,1,164185,76580.575,44.062
NFLX,20030219,20030519,23,15,1.082,1.106,1.485,1.525,long,1,156198,65380.02,37.831
NFLX,20030220,20030519,22,15,1.099,1.1,1.485,1.525,long,1,151080,64209.0,38.636
NFLX,20030227,20030519,22,15,1.179,1.188,1.485,1.525,long,1,138360,46647.086,28.382
NFLX,20030228,20030519,21,15,1.222,1.208,1.485,1.525,long,1,131092,41574.891,26.257
NFLX,20030317,20030519,20,15,1.286,1.321,1.485,1.525,long,1,122430,24923.25,15.405
NFLX,20030318,20030519,19,15,1.339,1.364,1.485,1.525,long,1,115476,18641.126,11.839
NFLX,20030319,20030519,18,15,1.374,1.389,1.485,1.525,long,1,110566,15005.386,9.769
NFLX,20030326,20030519,15,15,1.471,1.464,1.485,1.525,long,1,101459,6160.011,4.146
NFLX,20030327,20030519,15,15,1.552,1.554,1.485,1.525,long,1,94500,-2700.0,-1.839
NFLX,20030421,20030519,16,15,1.759,1.749,1.485,1.525,long,1,81914,-18366.289,-12.818
NFLX,20030513,20030519,15,15,1.796,1.849,1.485,1.525,long,1,78816,-25502.606,-17.504
NFLX,20030702,20030716,19,19,1.94,1.921,1.82,1.803,long,1,93966,-11141.683,-6.171
NFLX,20030703,20030716,19,19,1.982,1.964,1.82,1.803,long,1,90359,-14586.524,-8.218
NFLX,20030820,20030911,17,15,1.98,2.018,2.348,2.339,long,1,91811,29510.679,15.929
NFLX,20030821,20030911,17,15,2.059,2.069,2.348,2.339,long,1,86731,23417.37,13.048
NFLX,20030826,20030911,17,15,2.128,2.143,2.348,2.339,long,1,82467,16198.875,9.167
NFLX,20030827,20030911,17,15,2.312,2.356,2.348,2.339,long,1,74566,-1225.013,-0.697
NFLX,20030829,20030911,16,15,2.381,2.374,2.348,2.339,long,1,71151,-2439.463,-1.444
NFLX,20030909,20030911,15,15,2.536,2.521,2.348,2.339,long,1,65614,-11951.121,-7.224
NFLX,20030922,20030925,15,15,2.771,2.796,2.486,2.436,long,1,65994,-23804.979,-12.899
NFLX,20031002,20031117,19,35,2.926,2.939,3.19,3.229,long,1,62350,18036.964,9.842
NFLX,20031007,20031117,22,35,3.146,3.199,3.19,3.229,long,1,56975,1709.25,0.938
NFLX,20031013,20031117,22,35,3.345,3.369,3.19,3.229,long,1,52655,-7371.7,-4.156
NFLX,20031014,20031117,22,35,3.373,3.385,3.19,3.229,long,1,51306,-8025.724,-4.621
NFLX,20031016,20031117,24,35,3.704,3.675,3.19,3.229,long,1,45907,-20494.196,-12.148
NFLX,20031020,20031117,26,35,3.91,3.946,3.19,3.229,long,1,42722,-30668.293,-18.19
NFLX,20031028,20031117,32,35,4.034,4.107,3.19,3.229,long,1,40682,-35742.043,-21.391
NFLX,20031029,20031117,33,35,4.219,4.31,3.19,3.229,long,1,38224,-41336.526,-25.091
NFLX,20031226,20040219,34,34,4.157,4.179,4.879,4.829,long,1,43422,28193.284,15.536
NFLX,20040106,20040219,35,34,4.258,4.307,4.879,4.829,long,1,41653,21719.064,12.106
NFLX,20040107,20040219,35,34,4.446,4.539,4.879,4.829,long,1,39194,11338.264,6.373
NFLX,20040112,20040219,35,34,4.575,4.599,4.879,4.829,long,1,37420,8606.6,5.002
NFLX,20040113,20040219,35,34,4.665,4.64,4.879,4.829,long,1,36056,6783.679,4.054
NFLX,20040120,20040219,35,34,4.839,4.859,4.879,4.829,long,1,34149,-1024.47,-0.617
NFLX,20040122,20040219,35,34,5.547,5.536,4.879,4.829,long,1,29270,-20698.071,-12.774
NFLX,20040408,20040416,29,25,5.379,5.421,4.393,4.264,long,1,33762,-39067.457,-21.344
NFLX,20040526,20040603,20,15,4.649,4.751,4.45,4.483,long,1,38923,-10453.606,-5.652
NFLX,20040527,20040603,19,15,4.743,4.71,4.45,4.483,long,1,37481,-8513.541,-4.823
NFLX,20040628,20040716,16,15,4.857,4.979,3.289,3.128,long,1,37193,-68812.363,-37.162
NFLX,20040630,20040716,16,15,5.143,5.1,3.289,3.128,long,1,34512,-68042.873,-38.658
NFLX,20040916,20040930,15,15,2.441,2.456,2.203,2.486,long,1,73035,2201.484,1.228
NFLX,20040920,20040930,15,15,2.537,2.574,2.203,2.486,long,1,69050,-6115.857,-3.441
NFLX,20041005,20041015,18,19,2.579,2.496,1.471,1.514,long,1,69149,-67864.804,-39.325
NFLX,20041118,20050106,24,35,1.703,1.687,1.579,1.587,long,1,103953,-10395.3,-5.927
NFLX,20041213,20050106,32,35,1.826,1.814,1.579,1.587,long,1,95261,-21637.856,-12.52
NFLX,20050408,20051026,35,35,1.716,1.72,3.569,3.674,long,1,102820,200939.657,113.621
NFLX,20050511,20051026,35,35,1.85,1.857,3.569,3.674,long,1,93687,170242.663,97.846
NFLX,20050512,20051026,35,35,1.976,1.956,3.569,3.674,long,1,86191,148125.39,87.874
NFLX,20050513,20051026,35,35,2.04,2.069,3.569,3.674,long,1,82014,131691.051,77.624
NFLX,20050516,20051026,35,35,2.121,2.099,3.569,3.674,long,1,77486,122040.45,75.026
NFLX,20050518,20051026,35,35,2.214,2.704,3.569,3.674,long,1,72937,70748.89,35.869
NFLX,20050519,20051026,35,35,2.304,2.294,3.569,3.674,long,1,68862,95029.56,60.149
NFLX,20050726,20051026,35,35,2.716,2.709,3.569,3.674,long,1,57407,55438.76,35.654
NFLX,20050803,20051026,35,35,2.984,2.977,3.569,3.674,long,1,51326,35781.554,23.417
NFLX,20050808,20051026,35,35,3.109,3.171,3.569,3.674,long,1,48412,24344.32,15.856
NFLX,20050906,20051026,35,35,3.251,3.25,3.569,3.674,long,1,45475,19294.393,13.055
NFLX,20050908,20051026,35,35,3.441,3.474,3.569,3.674,long,1,42212,8442.4,5.757
NFLX,20050909,20051026,35,35,3.567,3.597,3.569,3.674,long,1,40012,3086.64,2.145
NFLX,20050912,20051026,35,35,3.601,3.616,3.569,3.674,long,1,38937,2280.596,1.62
NFLX,20050930,20051026,35,35,3.713,3.711,3.569,3.674,long,1,37108,-1378.297,-1.001
NFLX,20051003,20051026,34,35,3.806,3.866,3.569,3.674,long,1,35569,-6808.923,-4.952
NFLX,20051004,20051026,33,35,3.856,3.817,3.569,3.674,long,1,34493,-4927.571,-3.743
NFLX,20051010,20051026,35,35,4.099,4.143,3.569,3.674,long,1,31881,-14938.526,-11.31
NFLX,20051110,20051129,24,15,4.221,4.221,3.857,3.861,long,1,46357,-16688.52,-8.528
NFLX,20051111,20051129,23,15,4.296,4.3,3.857,3.861,long,1,44758,-19629.58,-10.199
NFLX,20060125,20060515,24,19,4.084,4.073,4.064,4.071,long,1,47759,-68.227,-0.035
NFLX,20060322,20060515,33,19,4.007,4.011,4.064,4.071,long,1,47826,2869.56,1.496
NFLX,20060323,20060515,32,19,4.041,4.024,4.064,4.071,long,1,46591,2196.433,1.171
NFLX,20060324,20060515,33,19,4.096,4.057,4.064,4.071,long,1,45169,645.271,0.352
NFLX,20060327,20060515,33,19,4.127,4.141,4.064,4.071,long,1,44040,-3082.8,-1.69
NFLX,20060329,20060515,34,19,4.173,4.159,4.064,4.071,long,1,42796,-3729.366,-2.095
NFLX,20060418,20060515,33,19,4.257,4.253,4.064,4.071,long,1,41214,-7477.397,-4.266
NFLX,20060419,20060515,32,19,4.44,4.437,4.064,4.071,long,1,38825,-14198.857,-8.242
NFLX,20060913,20061018,35,35,3.18,3.161,3.199,3.183,long,1,61197,1311.364,0.678
NFLX,20060914,20061018,35,35,3.211,3.236,3.199,3.183,long,1,59538,-3147.009,-1.634
NFLX,20060915,20061018,35,35,3.246,3.264,3.199,3.183,long,1,57878,-4712.923,-2.495
NFLX,20060921,20061018,35,35,3.276,3.277,3.199,3.183,long,1,56344,-5312.434,-2.877
NFLX,20061005,20061018,35,35,3.407,3.407,3.199,3.183,long,1,53223,-11937.159,-6.583
NFLX,20061006,20061018,35,35,3.444,3.456,3.199,3.183,long,1,51727,-14114.081,-7.896
NFLX,20061024,20061207,35,35,3.91,3.949,3.961,3.964,long,1,49611,779.601,0.398
NFLX,20061108,20061207,35,35,4.126,4.119,3.961,3.964,long,1,46194,-7127.074,-3.746
NFLX,20061113,20061207,35,35,4.213,4.237,3.961,3.964,long,1,44447,-12127.681,-6.44
NFLX,20070404,20070418,31,33,3.504,3.491,3.1,3.019,long,1,55276,-26137.651,-13.543
NFLX,20070410,20070418,32,33,3.551,3.531,3.1,3.019,long,1,53587,-27482.476,-14.523
NFLX,20070607,20070612,35,34,3.419,3.429,2.869,2.786,long,1,56378,-36243.0,-18.75
NFLX,20070918,20071115,25,28,2.747,2.786,3.437,3.434,long,1,69930,45354.6,23.282
NFLX,20070919,20071115,25,28,2.806,2.743,3.437,3.434,long,1,67272,46513.783,25.208
NFLX,20070925,20071115,26,28,3.001,3.0,3.437,3.434,long,1,61785,26832.343,14.476
NFLX,20070926,20071115,26,28,3.134,3.111,3.437,3.434,long,1,58131,18768.009,10.376
NFLX,20071008,20071115,27,28,3.181,3.179,3.437,3.434,long,1,56267,14388.276,8.045
NFLX,20071009,20071115,26,28,3.256,3.239,3.437,3.434,long,1,54021,10572.681,6.043
NFLX,20071010,20071115,26,28,3.346,3.344,3.437,3.434,long,1,51648,4648.32,2.691
NFLX,20071023,20071115,23,28,3.713,3.613,3.437,3.434,long,1,45726,-8165.357,-4.943
NFLX,20071029,20071115,25,28,3.767,3.734,3.437,3.434,long,1,44279,-13283.7,-8.034
NFLX,20071030,20071115,25,28,3.777,3.783,3.437,3.434,long,1,43388,-15123.817,-9.215
NFLX,20071106,20071115,27,28,3.89,3.843,3.437,3.434,long,1,41392,-16911.589,-10.632
NFLX,20071221,20080422,33,34,4.014,4.014,4.286,4.303,long,1,48300,13938.0,7.189
